index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
Gatinais_20210706_1;2.8362;3.3199;15.2777;15.4154;18.1281;0.8503;22.0472;47.2713;237.1415;305.5552;7.4986;1.5966;2021-07-06_01_SNAC121901_src.csv;SNAC121901;06/07/21;1.82;1.36;True;;;;;Noise:17.9732. Treshold: 300. s: [0.0201];True;;;;;Noise:39.5178. Treshold: 100. s: [0.0307];False;;too many pics in important section(s) of the signal;;;Noise:0.0084. Treshold: 100. s: 0.2;;;;9.78;6.02;;;;9.78;6.02;;;;9.37;5.85;;2.5;;2.58;4.8;9.78;6.02;;;;;0 days 00:02:23.705015;0.05642;0.16788;;;;;;;;;0 days 00:07:08.797187;0.01901;0.09538;0.02418;;;;;1;yes_run;0.00291;0.00124;0.0011;0.00363;0.00416;-0.00058;0;-0.00004;-0.00017;0.0006;0.00291;0.00124;0.00111;0.00372;0.00416;-0.00058;-0.00001;-0.00005;-0.00029;0.0006;0.31;58;;3625
Furania_20210706_3;;;5.8512;3.1603;5606;0.5637;6.4095;;;117.0256;7.4933;0.7551;2021-07-06_03_SNAC111910_src.csv;SNAC111910;28/06/21;2.04;1.12;True;;;;;Noise:144.2281. Treshold: 300. s: [0.0146];False;;too many pics in important section(s) of the signal;;;Noise:114.7521. Treshold: 100. s: [0.0143];True;;;;;Noise:0.005. Treshold: 100. s: 0.05;;6.12;10.51;;9.46;;;5.19;9.46;6.12;;10.51;;9.6;;6.59;;;;;;;;;;;0 days 00:00:34.728562;0.02318;0.05736;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;152;;;
Methavert_20210712_1;;;11.1353;2.9433;11.7651;0.2501;12.5134;;;222.7062;7.8657;1.9899;2021-07-12_01_SNAC111912_src.csv;SNAC111912;05/07/21;1.61;1.2;True;;;;;Noise:16.6713. Treshold: 300. s: [0.0108];False;;too many pics in important section(s) of the signal;;;Noise:53.3105. Treshold: 100. s: [0.0255];True;;;;;Noise:0.0148. Treshold: 100. s: 0.2;;;;9.84;8.21;;;;9.84;;8.21;5.35;;9.43;;7.68;3.48;;;;;;;;;;0 days 00:01:17.716348;0.00952;0.13832;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;152;;;
Methavert_20210712_2;0.0151;1.1411;12.4752;3.4752;12.3537;0.2813;13.2373;0.2526;81.5139;249.5048;7.7706;2.2418;2021-07-12_02_SNAC111912_src.csv;SNAC111912;05/07/21;1.82;1.19;True;;;;;Noise:29.8456. Treshold: 300. s: [0.0222];True;;;;;Noise:58.2601. Treshold: 100. s: [0.0122];True;;;;;Noise:0.0134. Treshold: 100. s: 0.2;;;10.27;;8.45;;;;9.72;5.69;;8.45;;9.03;;9.64;;10.41;;4.8;9.38;5.69;;;;;0 days 00:01:19.348869;0;0.13709;;;;;;;;;0 days 00:03:24.162580;0.00011;0.03737;0.00329;;;;;4.95381;yes_run;0.00765;0.00023;0.00056;0.00705;0.00677;0.00278;0.00008;0.00027;-0.00132;0.00221;0.00765;0.00024;0.00058;0.0068;0.00677;0.00278;0.00009;0.00028;-0.00171;0.00221;0.15;27;;1687
Biowatt_20210713_1;0;;22.0814;6.46;24.2006;0.2669;25843;0;;441.6297;8.3413;1.3177;2021-07-13_01_SNAC111904_src.csv;SNAC111904;13/07/21;2;1.32;True;;;;;Noise:24.0268. Treshold: 300. s: [0.0177];True;;;;;Noise:30.3057. Treshold: 100. s: [0.026];True;;;;;Noise:0.0043. Treshold: 100. s: 0.05;;;10.25;6.04;;;;;;6.04;10.25;;;;5.58;7.77;;9.96;;4.8;9.28;5.81;;;10.1;;0 days 00:02:26.969363;0;0.22081;;;;;;;;;0 days 00:07:52.818661;0;;0.01555;;;0.11055;;9.18575;yes_run;0.00301;0.00436;0.00362;0.00287;0.0028;0.00044;0.00128;0.0013;-0.00174;0.00038;0.00301;0.00438;0.00362;0.00284;0.0028;0.00044;0.00134;0.0013;-0.00175;0.00038;0.15;866;;39562
Biowatt_20210719_1;0;3614;22.3036;7.6002;24.0914;0.3154;26.0237;0;258.1445;446.0738;8308;5.7586;2021-07-19_01_SNAC111904_src.csv;SNAC111904;13/07/21;2.1;1.31;True;;;;;Noise:25.4289. Treshold: 300. s: [0.0194];True;;;;;Noise:40.4774. Treshold: 100. s: [0.0051];True;;;;;Noise:0.0049. Treshold: 100. s: 0.05;;;10.06;5.78;;;;;;5.78;10.06;;;;5.6;8.02;;9.76;;4.79;;5.69;;;;;0 days 00:02:08.678247;0;0.21241;;;;;;;;;0 days 00:06:33.632582;0;0.09377;0.01595;;;;;8.96125;yes_run;0.02207;0.00368;0.00328;nan;0.02008;0.00915;0.00133;0.00144;nan;0.00769;0.02206;0.00359;0.00327;nan;0.02008;0.00914;0.00118;0.00155;nan;0.00769;154;;;
Methavert_20210719_1;0.0864;1.9729;11.8112;3.2217;13.0502;0.2468;13.8693;1.4413;140.9283;236.2251;7.7525;2.1463;2021-07-19_01_SNAC111912_src.csv;SNAC111912;05/07/21;1.77;1.19;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:29.9259. Treshold: 100. s: [0.0136];False;;;Shift in pH 3.1-3.7. Derivative value 0.052 higher than 0.05;;Noise:0.0123. Treshold: 100. s: 0.2;;6.54;;9.75;;;;;9.75;;6.54;;;9.5;;3.62;5.36;;;4.8;9.75;5.92;6.54;;;;0 days 00:01:21.361133;0.03618;0.13346;;;;;;;;;0 days 00:03:42.275112;0.00068;0.06664;0.00203;;;;;1;yes_run;0.00145;0.00186;0.00157;0.0016;0.00134;0.00003;0.00064;0.00057;-0.00022;0.00006;0.00145;0.00192;0.00157;0.0016;0.00134;0.00003;0.00071;0.00056;-0.00022;0.00006;152;27;;1687
Gatinais_20210721_1;0.5921;3.1117;20.7873;10.8837;22.1169;492;24.8839;9.8699;222.2654;415.7461;7.8235;0.1308;2021-07-21_01_SNAC121901_src.csv;SNAC121901;21/07/21;1.98;1.38;True;;;;;Noise:15.6946. Treshold: 300. s: [0.0179];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];False;;;;;Too many outliers;;6.12;;9.78;;;;;9.78;6.12;;;4.57;9.77;5.74;;2.81;2.65;;4.79;9.78;6.12;;;;;0 days 00:01:56.152123;0;0.20997;;;;;;;;;0 days 00:06:32.484906;0.00359;0.08104;0.0211;;;;;13.12904;yes_run;0.00159;0.00127;0.00112;0.00159;0.00686;-0.00035;0.00014;0.00008;0.00003;0.00178;0.00159;0.00127;0.00112;0.00157;0.00686;-0.00035;0.00014;0.00008;0.00004;0.00178;506;-15;;-937
Methavert_20210726_1;0.0044;2.1836;16.0706;3.2593;15.4564;0.2108;16.2851;0.0734;155.9739;321.4121;7806;2.2609;2021-07-26_01_SNAC111912_src.csv;SNAC111912;26/07/21;1.72;1.22;True;;;;;Noise:32.3893. Treshold: 300. s: [0.0258];True;;;;;Noise:25.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.006. Treshold: 100. s: 0.05;;6.42;;9.77;;;;;9.77;6.42;;;;9.62;;6.11;;;;4.8;9.7;6.42;;;;;0 days 00:01:45.945046;0.00783;0.18686;;;;;;;;;0 days 00:03:34.065806;0.00003;0.07392;0.0036;;;;;1;yes_run;0.0024;0.00056;0.00063;0.00252;0.00218;0.00046;0.00031;0.00006;0.00053;0.00037;0.0024;0.00055;0.00065;0.00256;0.00218;0.00046;0.00029;0.00004;0.00064;0.00037;153;47;;2937
Gatinais_20210727_2;0.9425;3.1161;21.7626;13.3608;22.9006;0.5834;26.2975;15.7093;222.5843;435.2521;8.0597;0.2053;2021-07-27_02_SNAC121901_src.csv;SNAC121901;21/07/21;1.85;1.42;True;;;;;Noise:19.8793. Treshold: 300. s: [0.0153];True;;;;;Noise:26.7641. Treshold: 100. s: [0.0204];False;;too many pics in important section(s) of the signal;Shift in pH 3.04-3.09. Derivative value 3.635 higher than 0.1;;Too many outliers;;;;9.77;6.03;;;;9.77;6.03;;;4.88;;5.7;3.25;;;;4.79;9.77;6.03;;;;;0 days 00:02:18.578627;0.01746;0.23527;;;;;;;;;0 days 00:06:42.334283;0.00594;0.08421;0.02523;;;;;3.31361;yes_run;0.00247;0.00119;0.00107;0.00321;0.00731;-0.00052;-0.00023;-0.00014;-0.00037;0.00164;0.00247;0.00121;0.00107;0.00316;0.00731;-0.00052;-0.0002;-0.00014;-0.00029;0.00164;0.48;-46;;-2875
Suez_MBE_20210727_3;6.1507;5.3497;16.9284;13.8206;19404;0.7122;22.9178;102.5125;382.1239;338.5692;7.7974;3.4357;2021-07-27_03_SNAC111903_src.csv;SNAC111903;27/07/21;2.12;1.29;True;;;;;Noise:35.3858. Treshold: 300. s: [0.0102];True;;;;;Noise:26.414. Treshold: 100. s: [0.0203];False;;too many pics in important section(s) of the signal;;;Noise:0.0041. Treshold: 100. s: 0.05;;;;9.66;4.46;;;4.46;9.66;;;;4.77;9.14;5.79;;;2.6;9.35;4.46;9.66;5.89;;;;;0 days 00:01:49.801407;0.04022;0.1597;;;;;;;;;0 days 00:07:36.661231;0.0372;0.13867;0.00482;;;;;7.22403;yes_run;0.00366;0.00149;0.00127;0.00411;0.00335;-0.00074;0.00046;0.00033;-0.00019;-0.00055;0.00366;0.00148;0.00127;0.0041;0.00335;-0.00074;0.00044;0.00033;-0.00018;-0.00055;153;-5;;-312
Biowatt_20210730_1;0.6358;;21.5183;6.9097;24.1576;286;25.9143;10.5974;;430.3674;8212;1.8443;2021-07-30_01_SNAC111904_src.csv;SNAC111904;30/07/21;2;1.31;True;;;;;Noise:15.0. Treshold: 300. s: [0.01];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];False;;too many pics in important section(s) of the signal;Shift in pH 4.58-4.74. Derivative value 0.28 higher than 0.1;;Noise:0.0091. Treshold: 100. s: 0.2;;;10.14;5.77;;;;;;5.77;10.14;;4.7;9.16;5.8;9.37;;;;4.79;9.23;5.77;10.14;;;;0 days 00:02:00.071227;0;0.21518;;;;;;;;;0 days 00:08:17.172673;0.00402;;0.0159;0.11649;;;;9.66935;yes_run;0.00267;0.00232;0.00207;0.00354;0.00248;0.00083;0.0009;0.00095;0.00256;0.00062;0.00267;0.00231;0.00207;0.00356;0.00248;0.00083;0.00088;0.00095;0.0026;0.00062;156;902;;40687
Gatinais_20210730_1;273;;20.0223;13.4141;21497;0.6239;24.9074;4.5507;;400.4473;7.9445;2.1954;2021-07-30_01_SNAC121901_src.csv;SNAC121901;30/07/21;1.76;1.38;True;;;;;Noise:19.7896. Treshold: 300. s: [0.0271];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0082. Treshold: 100. s: 0.2;;;;10.03;5.54;;;;;5.54;10.03;;;;5.68;3.67;;10.09;;4.8;9.26;5.61;;;10.06;;0 days 00:02:51.912579;0.08241;0.22752;;;;;;;;;0 days 00:07:50.431217;0.00186;;0.03166;;;0.08674;;4.9222;yes_run;0.00377;0.00308;0.00324;0.00407;0.00389;0.00134;0.00114;0.00182;0.00365;0.00167;0.00377;0.00313;0.00323;0.00404;0.00389;0.00134;0.00118;0.0018;0.00361;0.00167;198;826;;38312
Methavert_20210802_3;0.0757;1.5535;11.3461;2.3848;10.6506;0.2239;11.2569;1.2631;110.9692;226.9224;7.7339;2.1818;2021-08-02_03_SNAC111912_src.csv;SNAC111912;26/07/21;1.43;1.19;True;;;;;Noise:34.9129. Treshold: 300. s: [0.0268];True;;;;;Noise:28.6663. Treshold: 100. s: [0.0221];True;;;;;Noise:0.0145. Treshold: 100. s: 0.2;;6.11;;9.9;;;;;9.9;6.11;;;;9.77;6.33;5.56;;2.62;;4.8;9.83;6.22;;;;;0 days 00:01:14.001005;0;0.15868;;;;;;;;;0 days 00:03:01.233620;0.00074;0.06506;0.00199;;;;;1;yes_run;0.00185;0.00045;0.00039;0.0023;0.00168;0.0001;0.00013;0.00001;-0.00009;0.00012;0.00185;0.00044;0.00038;0.00231;0.00168;0.0001;0.00011;0.00001;0.00004;0.00012;158;116;;7.25
Gatinais_20210803_1;;;21.4624;13.5117;21.0912;0.6406;24.5264;;;429.2481;7877;2.1118;2021-08-03_01_SNAC121901_src.csv;SNAC121901;30/07/21;1.74;1.38;True;;;;;Noise:16.5353. Treshold: 300. s: [0.0181];False;;;;;Noise:829.4034. Treshold: 100. s: [0.0001];False;;too many pics in important section(s) of the signal;;;Noise:0.004. Treshold: 100. s: 0.05;;;;9.97;5.59;;;;;5.59;9.97;;;9.24;5.58;10.7;;;;;;;;;;;0 days 00:02:50.305686;0.05753;0.24669;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;155;;;
Biowatt_20210803_2;1008;;20044;7635;23.7353;0.3216;25.6764;16.8007;;400.8814;8.3207;1.9987;2021-08-03_02_SNAC111904_src.csv;SNAC111904;30/07/21;2;1.31;True;;;;;Noise:30.8087. Treshold: 300. s: [0.0327];True;;;;;Noise:27.3382. Treshold: 100. s: [0.0159];True;;;;;Noise:0.0095. Treshold: 100. s: 0.2;;;10.25;5.97;;;;;;5.97;10.25;;;;;;;10.03;5.16;4.8;9.28;5.97;;;10.14;;0 days 00:01:56.706526;0;0.20044;;;;;;;;;0 days 00:08:00.913220;0.00636;;0.01365;;;0.1096;;8.07413;yes_run;0.00332;1;0.00108;0.00496;0.00308;0.00092;-0.00006;0.00032;0.00192;0.00087;0.00332;0.00099;0.00106;0.0049;0.00308;0.00092;-0.00007;0.0003;0.0017;0.00087;156;902;;40687
Gatinais_20210810_2;669;;15.0799;12.5983;17.7004;0.7117;20.9034;11.1512;;301.5981;7.7576;2.1201;2021-08-10_02_SNAC121901_src.csv;SNAC121901;06/08/21;1.74;1.34;True;;;;;Noise:22.5524. Treshold: 300. s: [0.0285];True;;;;;Noise:29.7686. Treshold: 100. s: [0.0231];True;;;;;Noise:0.0047. Treshold: 100. s: 0.05;;;10.08;5.84;;;;;;5.84;10.08;;;;5.75;;;10.06;6.49;4.8;9.24;5.79;;;10.07;;0 days 00:01:57.682974;0.08659;0.17333;;;;;;;;;0 days 00:05:49.328603;0.00477;;0.02618;;;0.07501;;5.64339;yes_run;0.00155;0.0016;0.0014;0.00174;0.0027;0.00035;0.00022;0.00033;0.00147;0.00096;0.00155;0.0016;0.0014;0.00173;0.0027;0.00035;0.00022;0.00033;0.00146;0.00096;195;836;;38625
Methavert_20210823_1;;;9.0683;2.8351;10.4094;0.2723;11.1302;;;181.3672;8.1143;2.0842;2021-08-23_01_SNAC111912_src.csv;SNAC111912;23/08/21;1.67;1.16;True;;;;;Noise:32.7783. Treshold: 300. s: [0.0283];False;;too many pics in important section(s) of the signal;;;Noise:85.821. Treshold: 100. s: [0.0249];True;;;;;Noise:0.0146. Treshold: 100. s: 0.2;;6.56;;;9.74;;;5.17;9.74;6.56;8.67;7.91;;9.57;;3.63;5.69;;;;;;;;;;0 days 00:01:04.141642;0.03059;0.1086;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;157;;;
Gatinais_20210823_1;0.1744;;16884;11.9467;19.1685;0.6232;22.2058;2.9079;;337.6803;7.8894;0.6216;2021-08-23_01_SNAC121901_src.csv;SNAC121901;23/08/21;1.9;1.31;True;;;;;Noise:82.9893. Treshold: 300. s: [0.0135];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0095. Treshold: 100. s: 0.2;;;;9.98;5.71;;;;;5.71;9.98;;;;;;;10.1;5.16;4.8;9.26;5.71;;;10.04;;0 days 00:02:08.785978;0.09359;0.17772;;;;;;;;;0 days 00:06:39.912572;0.00115;;0.02798;;;0.08021;;4.94687;yes_run;0.0034;0.00201;0.00218;0.00362;0.00332;0.00087;0.00029;0.0009;0.00344;0.00112;0.0034;0.00205;0.00218;0.00359;0.00332;0.00087;0.00032;0.00089;0.00341;0.00112;0.15;803;;37593
Methavert_20210825_1;0.0074;1.9272;11.8037;2.6887;12.3219;0.2182;13.0055;0.1246;137.6635;236.0756;7.8897;2.4534;2021-08-25_01_SNAC111912_src.csv;SNAC111912;23/08/21;1.71;1.18;True;;;;;Noise:20.0. Treshold: 300. s: [0.0099];True;;;;;Noise:25.5572. Treshold: 100. s: [0.0837];False;;too many pics in important section(s) of the signal;;;Noise:0.0134. Treshold: 100. s: 0.2;;;;9.72;;;;;9.72;;;;;8.93;;9.3;;9.76;;4.8;9.72;5.92;;;;;0 days 00:01:27.384201;0.00412;0.13805;;;;;;;;;0 days 00:04:39.808828;0.00006;0.06785;0.00154;;;;;1;yes_run;0.00119;0.00056;0.00081;0.00126;0.00108;0.00006;0.00015;0.00044;-0.00009;0.00006;0.00119;0.00058;0.00082;0.00126;0.00108;0.00006;0.00017;0.00046;-0.00008;0.00006;155;35;;2187
Biowatt_20210825_4;0.5066;;23139;8.3127;26.0482;0.3191;28.1616;8.4442;;462.7807;8.2274;2.2056;2021-08-25_04_SNAC111904_src.csv;SNAC111904;25/08/21;2.02;1.37;True;;;;;Noise:26.7718. Treshold: 300. s: [0.0749];True;;;;;Noise:33.4645. Treshold: 100. s: [0.0199];False;;;Shift in pH 4.9-5.0. Derivative value 0.149 higher than 0.05;;Noise:0.0074. Treshold: 100. s: 0.2;4.65;;;10;5.8;;;4.65;;5.8;10;;;9.42;5.62;5.23;;5.03;;4.65;9.26;5.8;10;;;;0 days 00:02:25.873233;0;0.22909;;;;;;;;;0 days 00:09:12.062778;0.00303;;0.01737;0.1124;;;;10.39166;yes_run;0.00769;0.00079;0.00078;0.00878;0.00712;0.00175;0.00015;0.0002;0.00584;0.00166;0.00769;0.00082;0.00078;0.00863;0.00712;0.00175;0.00017;0.00019;0.00572;0.00166;204;768;;36.5
Gatinais_20210831_1;0.2261;;10.5847;12.2265;14.8312;0.8243;17.9397;3.7685;;211.6952;7.9555;0.0006;2021-08-31_01_SNAC121901_src.csv;SNAC121901;31/08/21;2.05;1.24;True;;;;;Noise:23.2001. Treshold: 300. s: [0.0262];True;;;;;Noise:35.642. Treshold: 100. s: [0.0311];True;;;;;Noise:0.0106. Treshold: 100. s: 0.2;;;;9.91;5.72;;;;;5.72;9.91;;;;;;;10.04;4.31;4.8;9.24;5.72;;;9.98;;0 days 00:01:29.912159;0.08189;0.10326;;;;;;;;;0 days 00:05:04.199717;0.00147;;0.02264;;;0.0617;;3.59992;yes_run;0.0029;0.00187;0.00187;0.00369;0.0028;0.00097;0.00035;0.0008;0.0032;0.00107;0.0029;0.00188;0.00187;0.00368;0.0028;0.00097;0.00036;0.00079;0.00319;0.00107;0.15;743;;35718
Biowatt_20210902_1;1.1338;4.5156;22.5114;10.6383;25.8487;0.4115;28.5534;18.8973;322.5432;450229;8.2786;2.66;2021-09-02_01_SNAC111904_src.csv;SNAC111904;02/09/21;2.03;1.37;True;;;;;Noise:27.5464. Treshold: 300. s: [0.027];True;;;;;Noise:31.444. Treshold: 100. s: [0.0148];True;;;;;Noise:0.0067. Treshold: 100. s: 0.2;;;;9.91;5.79;;;;;5.79;9.91;;;9.74;5.61;;;10.5;;4.8;9.74;5.7;;;;;0 days 00:02:19.683302;0;0.22178;;;;;;;;;0 days 00:09:08.777934;0.00675;0.11535;0.0198;;;;;11.75211;yes_run;0.00745;0.0043;0.00409;0.00816;0.00695;0.00191;0.00148;0.00221;0.00111;0.00201;0.00745;0.00437;0.00408;0.00828;0.00695;0.00191;0.00156;0.00219;0.0014;0.00201;246;27;;1687
Gatinais_20210903_2;0.2225;;19.5422;13.4549;20.9338;0.6427;24.3545;3.7084;;390845;7.9511;2.2882;2021-09-03_02_SNAC121901_src.csv;SNAC121901;31/08/21;1.82;1.36;True;;;;;Noise:18.4655. Treshold: 300. s: [0.0232];True;;;;;Noise:28.6216. Treshold: 100. s: [0.0237];True;;;;;Noise:0.0084. Treshold: 100. s: 0.2;;;;9.96;5.69;;;;;5.69;9.96;;;;;;;9.99;5.17;4.79;9.23;5.69;;;9.97;;0 days 00:02:47.439988;0.08182;0.21475;;;;;;;;;0 days 00:08:18.687422;0.00149;;0.03079;;;0.08294;;5.14368;yes_run;0.00342;0.00162;0.00156;0.00352;0.00328;0.00016;-0.0001;0.00029;0.00268;0.00048;0.00342;0.00161;0.00156;0.00353;0.00328;0.00016;-0.0001;0.00029;0.00269;0.00048;153;738;;35562
Gatinais_20210907_1;0.5802;3.1772;20.3063;13.9418;22.0206;0.6331;25.5652;9.6701;226.9466;406.1262;7.9509;2191;2021-09-07_01_SNAC121901_src.csv;SNAC121901;07/09/21;1.83;1.38;True;;;;;Noise:17.6114. Treshold: 300. s: [0.02];True;;;;;Noise:26.3541. Treshold: 100. s: [0.0175];True;;;;;Noise:0.0086. Treshold: 100. s: 0.2;;;;9.98;5.75;;;;;5.75;9.98;;;9.8;5.76;3.56;7.49;;;4.79;9.8;5.76;;;;;0 days 00:03:01.922440;0.06395;0.22192;;;;;;;;;0 days 00:07:18.547322;0.00381;0.0896;0.02974;;;;;5.27083;yes_run;0.00308;0.00165;0.00158;0.00395;0.00322;-0.00031;-0.00037;0.0001;-0.00003;0.00029;0.00308;0.00164;0.00158;0.00396;0.00322;-0.00031;-0.00038;0.0001;-0.00005;0.00029;171;-14;;-875
Biowatt_20210909_2;1.0726;3.8175;24.1525;9.66;26.5268;0.3641;28.9828;17.8772;272.6852;483.0517;8.1763;2.2748;2021-09-09_02_SNAC111904_src.csv;SNAC111904;09/09/21;2.01;1.38;True;;;;;Noise:27.5979. Treshold: 300. s: [0.0678];True;;;;;Noise:40.9751. Treshold: 100. s: [0.0201];False;;too many pics in important section(s) of the signal;;;Noise:0.0078. Treshold: 100. s: 0.2;4.57;;;9.77;9.11;;;4.57;9.11;5.76;9.77;;;8.93;;9.1;;9.55;;4.57;9.11;5.76;;;;;0 days 00:02:21.891103;0;0.24032;;;;;;;;;0 days 00:06:55.132084;0.00642;0.09802;0.01725;;;;;6.71485;yes_run;0.01626;0.00075;0.00104;0.01959;0.01482;0.00488;0.00013;-0.00023;0.00364;0.00417;0.01626;0.00076;0.00092;0.01745;0.01482;0.00488;0.00019;-0.00014;-0.00027;0.00417;153;-123;;-7687
Gatinais_20210913_1;0;2.7721;;;;;;0;198.0123;;7.9413;2.3601;2021-09-13_01_SNAC121901_src.csv;SNAC121901;07/09/21;1.89;1.32;False;;;;;Noise:1164.9693. Treshold: 300. s: [0.001];True;;;;;Noise:46.484. Treshold: 100. s: [0.0918];True;;;;;Noise:0.004. Treshold: 100. s: 0.05;;6.14;10.06;5.7;9.38;;;;9.38;5.7;10.06;6.14;;;5.62;7.41;;9.95;;4.8;9.38;5.66;;;;;;;;;;;;;;;;0 days 00:05:55.011392;0;0.07884;0.02642;;;;;5.19168;yes_run;0.01258;0.00686;0.00582;0.0135;0.0113;0.00338;0.00216;0.00203;-0.00115;0.00279;0.01258;0.00686;0.00582;0.0136;0.0113;0.00338;0.00219;0.00202;-0.00089;0.00279;154;0.01;;625
Methabelair_20210913_2;0.9468;3.4944;;;;;;15781;249.6064;;7.9501;2.2645;2021-09-13_02_SNAC121903_src.csv;SNAC121903;31/08/21;2.01;1.27;False;;;;;Too many outliers;True;;;;;Noise:31.0915. Treshold: 100. s: [0.028];True;;;;;Noise:0.0038. Treshold: 100. s: 0.05;;6.34;;9.76;;;;;9.76;6.34;;;;9.33;;5.78;;;;4.79;9.55;6.34;;;;;;;;;;;;;;;;0 days 00:06:54.614711;0.00614;0.09725;0.02233;;;;;1.24356;yes_run;0.00615;0.00164;0.00198;0.00776;0.00569;0.0047;0.00126;0.00161;0.00687;0.00392;0.00615;0.00173;0.00198;0.00765;0.00569;0.0047;0.00131;0.0016;0.00675;0.00392;152;-74;;-4625
StepNantes_20210915_1;3.6565;1.0871;4.7536;6383;8.5019;0.7507;10.1247;60.9427;77.6559;95.0734;7.5478;0.7028;2021-09-15_01_SNAC111902_src.csv;SNAC111902;09/09/21;1.32;1.25;True;;;;;Noise:25.0. Treshold: 300. s: [0.0099];True;;;;;Noise:30.5224. Treshold: 100. s: [0.018];True;;;;;Noise:0.0103. Treshold: 100. s: 0.2;;;;5.17;9.57;;;5.17;9.57;;;;5.05;8.78;6.16;7.13;;2.57;;5.11;9.18;6.16;;;;;0 days 00:01:01.977441;0.01941;0.07202;;;;;;;;;0 days 00:03:33.420548;0.03691;0.04703;0.00481;;;;;15;yes_run;0.00561;0.00455;0.00492;0.00358;0.00527;0.00293;-0.00286;0.00075;0;0.0015;0.00561;0.00448;0.00491;0.00344;0.00527;0.00293;-0.00291;0.00065;-0.0001;0.0015;154;-25;;-1562
StepNantes_20210916_1;0;0.8577;4.4397;7.4281;8.3293;0.8917;10.2178;0;61.2671;88.7958;7.0527;0.6964;2021-09-16_01_SNAC111902_src.csv;SNAC111902;16/09/21;1.4;1.26;True;;;;;Noise:26.4326. Treshold: 300. s: [0.0105];True;;;;;Noise:36.5351. Treshold: 100. s: [0.0354];False;;;;;Too many outliers;;;;5.24;9.66;;;;9.66;;5.24;;;9.01;;5.73;;2.51;;4.8;9.66;5.92;5.24;;;;0 days 00:01:00.704030;0.02163;0.06342;;;;;;;;;0 days 00:06:33.662357;0;0.03446;0.00202;0.03418;;;;7.88963;yes_run;0.0037;4;0.00403;0.00176;0.00396;0.0014;0.00002;0.00049;-0.00074;0.00121;0.0037;0.00393;0.00404;0.00173;0.00396;0.0014;-0.00008;0.00055;-0.00077;0.00121;0.15;27;;1687
