"name","VFA_geq","TAN_geq","IC_geq","FOS_geq","TAC_geq","FOS_TAC","total_alcalinity","VFA_mmol","TAN_mmol","IC_mmol","pH_initial","conductivity_initial","0_1","0_2","0_3","101_0","101_1","101_2","101_3","101_4","101_5","102_0","102_1","102_2","102_3","102_4","102_5","103_0","103_1","103_2","103_3","103_4","103_5","201_pKa_acetatic/acetate","201_pKa_H2CO3/HCO3","201_pKa_HCO3/CO32","201_pKa_fb_vfa_1","201_pKa_fb_vfa_2","201_pKa_fb_nh4_1","201_pKa_fb_nh4_2","202_pKa_acetatic/acetate","202_pKa_NH4/NH3","202_pKa_unknown_pH6","202_pKa_fb_vfa_1","202_pKa_fb_vfa_2","203_pKa_acetatic/acetate","203_pKa_NH4/NH3","203_pKa_unknown_pH6","203_pKa_fb_vfa_1","203_pKa_fb_vfa_2","203_pKa_fb_nh4_1","203_pKa_fb_nh4_2","204_pKa_acetatic/acetate","204_pKa_NH4/NH3","204_pKa_unknown_pH6","204_pKa_fb_vfa_1","204_pKa_fb_vfa_2","204_pKa_fb_nh4_1","204_pKa_fb_nh4_2","301_time","301_acetatic/acetate","301_H2CO3/HCO3","301_HCO3/CO32","301_fb_vfa_1","301_fb_vfa_2","301_fb_nh4_1","301_fb_nh4_2","302_time","302_acetatic/acetate","302_NH4/NH3","303_time","303_acetatic/acetate","303_NH4/NH3","303_unknown_pH6","303_fb_vfa_1","303_fb_vfa_2","303_fb_nh4_1","303_fb_nh4_2","303_lambda_unknown_pH6","304_if_fb","401_1","402_1","501_coef","501_R2","502_RMSE","503_error_VFA","503_error_pH6","503_error_VFA_pH6","503_error_TAN","503_error_global","504_distance_pka_VFA","504_distance_pka_TAN"
"StepNantes_20211005_1",0,,,,,,,0,,,7.5814,0.5065,"SNAC111902","30/09/21",1.33,"False",,,,,"Noise:418.0275. Treshold: 300. s: [0.0111]","True",,,,,"Noise:30.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0053. Treshold: 100. s: 0.05",4.99,6.28,,5.85,2.89,,,,,,5.2,10.36,4.63,9.1,,2.5,8.25,,,4.8,9.28,5.94,5.2,10.36,,,,,,,,,,,,,,"0 days 00:06:11.978681",0,,0,0.03545,0.02709,,,10.26844,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00437,0.00295,0.00386,0.00339,0.00413,0.00348,0.152,1.129
"StepNantes_20211006_1",3.684,,5.0752,5.8061,7.663,0.7576,9.1391,61.4012,,101.5057,7.1769,0.6209,"SNAC111902","30/09/21",1.32,"True",,,,,"Noise:89.9202. Treshold: 300. s: [0.1]","True",,,,,"Noise:31.3171. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 3.33-3.46. Derivative value 0.106 higher than 0.1",,"Noise:0.0051. Treshold: 100. s: 0.05",,6.12,,3.36,,,,5.13,,,10.28,6.78,,,,3.2,,2.76,,5.13,9.27,5.93,10.28,6.78,,,"0 days 00:01:06.722148",0,0.07689,,,,,,,,,"0 days 00:06:37.534164",0.03778,,0,0.02442,0.00423,,,14.99999,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00499,0.00433,0.00426,0.0043,0.00359,0.0036,0.153,1.042
"StepNantes_20211007_1",0,,4.9334,6.0601,8.3079,0.7294,9.8486,0,,98.6683,7.2459,0.7323,"SNAC111902","07/10/21",1.33,"True",,,,,"Noise:31.918. Treshold: 300. s: [0.0474]","True",,,,,"Noise:32.2086. Treshold: 100. s: [0.0255]","True",,,,,"Noise:0.0117. Treshold: 100. s: 0.2",,6.14,,,,,,,,,5.2,10.35,4.79,,,2.6,,3.56,,4.8,9.29,5.95,5.2,10.35,,,"0 days 00:01:18.760582",0.00133,0.07418,,,,,,,,,"0 days 00:09:47.562914",0,,0.00078,0.02828,0.03499,,,13.98944,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00909,0.00092,0.00172,0.00135,0.00525,0.00375,0.158,1.119
"StepNantes_20211008_1",,,,,,,,,,,7.9716,0.6404,"SNAC111902","07/10/21",1.33,"False",,,,,"Noise:448.2117. Treshold: 300. s: [0.0163]","False",,"too many pics in important section(s) of the signal",,,"Noise:471.5592. Treshold: 100. s: [0.0001]","False",,"too many pics in important section(s) of the signal","Shift in pH 4.84-4.9. Derivative value 0.406 higher than 0.1",,"Noise:0.0119. Treshold: 100. s: 0.2",4.84,6.38,,5.96,,,,4.72,9.37,5.9,,10.25,4.96,9.24,5.85,10.77,,,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no_run",,,,,0.7348,,,,,,0.153,
"StepNantes_20211011_1",2.5853,,11.631,4.3211,8.2949,0.5209,9.3935,43.0898,,232.6215,7.9837,0.677,"SNAC111902","07/10/21",1.32,"True",,,,,"Noise:220.9494. Treshold: 300. s: [0.0761]","True",,,,,"Noise:29.5418. Treshold: 100. s: [0.0226]","False",,"too many pics in important section(s) of the signal","Shift in pH 2.74-3.0. Derivative value 0.416 higher than 0.1",,"Noise:0.0129. Treshold: 100. s: 0.2",4.79,6.51,,4.12,,,,5.17,,,10.35,,5.15,9.15,6.31,3.55,,3.82,,5.17,9.27,5.93,10.35,,,,"0 days 00:01:03.977832",0.08322,0.17622,,,,,,,,,"0 days 00:05:43.033032",0.02693,,0.0009,0.03538,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01148,0.00114,0.00174,0.00146,0.00491,0.00351,0.153,1.116
"StepNantes_20211012_1",2.785,,5.3527,4.9238,8.349,0.5897,9.6008,46.4179,,107.055,7.5135,0.6337,"SNAC111902","07/10/21",1.34,"True",,,,,"Noise:69.4186. Treshold: 300. s: [0.0396]","True",,,,,"Noise:30.7303. Treshold: 100. s: [0.0216]","False",,,"Shift in pH 3.1-3.2. Derivative value 0.051 higher than 0.05",,"Noise:0.0131. Treshold: 100. s: 0.2",,6.21,,3.76,,,,5.19,,6.47,10.66,,4.59,,,,,3.01,7.11,5.19,9.28,6.47,10.66,,,,"0 days 00:01:18.045617",0,0.07989,,,,,,,,,"0 days 00:06:12.753425",0.02862,,0.00134,0.0357,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00594,0.00113,0.00119,0.00116,0.00528,0.00368,0.154,1.429
"StepNantes_20211013_1",3.0258,0.6601,5.3906,4.6486,8.5894,0.5412,9.7713,50.4307,47.1568,107.8122,7.5772,0.5893,"SNAC111902","07/10/21",1.32,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:25.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 3.4-3.9. Derivative value 0.065 higher than 0.05","Calibration lost: strictly positive for pH>8. Please control it","Noise:0.0053. Treshold: 100. s: 0.05",,6.32,,,,,,5.03,,,6.61,,,,,4.15,2.84,,,5.03,,5.93,6.61,,,,"0 days 00:01:51.311255",0.00123,0.08167,,,,,,,,,"0 days 00:05:23.527959",0.03143,0.02939,0,,,,,6.74522,"yes_run",,,,,0.00392,0.00309,0.00178,0.0026,0.00554,0.00496,0.153,
"StepNantes_20211014_1",0.3269,,4.3601,3.5216,8.693,0.4051,9.5884,5.4486,,87.2035,8.2857,0.4746,"SNAC111902","14/10/21",1.37,"True",,,,,"Noise:15.4839. Treshold: 300. s: [0.0143]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 3.3-3.8. Derivative value 0.07 higher than 0.05","Calibration lost: strictly positive. Please control it","Too many outliers",,,,7.18,3.23,,,,,5.75,9.99,,,,5.83,9.01,,,,4.8,9.31,5.75,9.99,,,,"0 days 00:01:07.382291",0,0.06365,,,,,,,,,"0 days 00:05:56.568923",0.00336,,0.00958,0.06253,,,,8.12383,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00726,0.00074,0.00175,0.00141,0.00482,0.0039,0.42,0.753
"StepNantes_20211015_1",0.0612,,,,,,,1.0208,,,8.2529,0.5852,"SNAC111902","14/10/21",1.37,"False",,,,,"Noise:501.5199. Treshold: 300. s: [0.0154]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,"too many pics in important section(s) of the signal","Shift in pH 3.3-3.4. Derivative value 0.434 higher than 0.05",,"Noise:0.0134. Treshold: 100. s: 0.2",4.96,6.25,,7.2,,,,,,5.75,9.97,,4.61,9.3,5.97,5.49,,8.5,,4.8,9.29,5.75,9.97,,,,,,,,,,,,,,,"0 days 00:05:46.704372",0.00063,,0.00779,0.0601,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.03094,0.00028,0.00129,0.001,0.00427,0.00421,1.008,0.739
"StepNantes_20211018_1",0.2978,,,,,,,4.9643,,,8.3077,0.5296,"SNAC111902","14/10/21",1.34,"False",,,,,"Noise:374.6891. Treshold: 300. s: [0.0161]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,"too many pics in important section(s) of the signal","Shift in pH 3.1-3.2. Derivative value 1.999 higher than 0.05",,"Noise:0.0132. Treshold: 100. s: 0.2",5.04,6.33,,7.58,3.19,,,,,5.76,9.97,,4.76,9.1,5.87,,2.96,,3.01,4.8,9.28,5.76,9.97,,,,,,,,,,,,,,,"0 days 00:06:12.705860",0.00312,,0.00896,0.06135,,,,10.09945,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.04995,0.00082,0.00157,0.0013,0.00394,0.00408,0.625,0.736
"StepNantes_20211020_1",0.3665,,5.1883,3.4846,9.257,0.3764,10.1429,6.1085,,103.7664,8.2276,0.477,"SNAC111902","14/10/21",1.35,"True",,,,,"Noise:12.1783. Treshold: 300. s: [0.0121]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Too many outliers",,,,7.15,,,,,,5.68,10.05,,,8.9,,5.63,,,,4.8,9.27,5.68,10.05,,,,"0 days 00:01:21.372886",0,0.07686,,,,,,,,,"0 days 00:06:46.677521",0.00379,,0.01132,0.0643,,,,2.96706,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00084,0.00076,0.00203,0.00162,0.00463,0.0036,0.155,0.817
"StepNantes_20211021_1",3.628,1.1717,5.0645,5.4573,8.1972,0.6657,9.5847,60.4682,83.6935,101.2916,7.3567,0.3233,"SNAC111902","21/10/21",1.37,"True",,,,,"Noise:18.3662. Treshold: 300. s: [0.0171]","True",,,,,"Noise:38.1459. Treshold: 100. s: [0.035]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Too many outliers",,,,5.99,3.51,,,5.16,9.47,,,,,,,,,2.59,4.46,5.16,9.47,5.93,,,,,"0 days 00:01:56.929765",0.01806,0.07393,,,,,,,,,"0 days 00:07:04.368567",0.03646,0.05046,0,,,,,8.0793,"yes_run",,,,,0.00093,0.00309,0.00308,0.00309,0.00346,0.00355,0.155,0.037
"StepNantes_20211022_1",3.117,1.1278,5.8201,5.3894,8.4098,0.6408,9.78,51.9507,80.5578,116.4034,7.2362,0.2798,"SNAC111902","21/10/21",1.33,"True",,,,,"Noise:18.0246. Treshold: 300. s: [0.0213]","True",,,,,"Noise:30.6789. Treshold: 100. s: [0.0213]","False",,,,"Calibration lost: very low variations. Please control it","Noise:0.0017. Treshold: 100. s: 0.005",,6.11,,,,,,5.19,9.35,,,,,,,5.91,,2.96,,5.19,9.35,5.96,,,,,"0 days 00:01:25.705250",0,0.08752,,,,,,,,,"0 days 00:08:08.038669",0.03217,0.0499,0,,,,,15,"yes_run",,,,,0.00174,0.0022,0.00277,0.00246,0.00277,0.00292,0.153,0.064
"StepNantes_20211025_2",2.6848,1.1892,,,,,,44.7474,84.9452,,7.2566,0.3039,"SNAC111902","21/10/21",1.35,"False",,,,,"Too many outliers","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 3.1-3.3. Derivative value 0.262 higher than 0.05",,"Too many outliers",4.77,6.28,,5.35,,,,5.11,9.45,,2.55,,,,,2.93,,3.59,,5.11,9.45,5.92,2.55,,,,,,,,,,,,,,,"0 days 00:06:52.542605",0.02753,0.05226,0,,,,,6.2566,"yes_run",,,,,0.00518,0.00229,0.00145,0.00197,0.00333,0.00315,0.209,0.027
"StepNantes_20211027_1",0.4293,1.6078,12.7683,6.0137,8.5122,0.7064,10.0411,7.1554,114.8464,255.3661,7.5476,0.4394,"SNAC111902","21/10/21",1.36,"True",,,,,"Noise:166.559. Treshold: 300. s: [0.0151]","True",,,,,"Noise:25.0. Treshold: 100. s: [0.01]","False",,,,"Calibration lost: very low variations. Please control it","Too many outliers",4.74,6.3,,4.66,6.71,,,,9.54,5.81,,,,,,6.7,,8.59,,4.8,9.54,5.81,,,,,"0 days 00:01:33.053459",0.08316,0.18776,,,,,,,,,"0 days 00:07:31.523764",0.00427,0.06864,0.01484,,,,,3.24574,"yes_run",,,,,0.00296,0.00121,0.00167,0.0015,0.00296,0.00261,0.152,0.032
"StepNantes_20211028_1",0.522,1.6192,12.0822,4.4396,8.0548,0.5511,9.1835,8.7006,115.6594,241.6442,7.8092,0.2572,"SNAC111902","28/10/21",1.36,"True",,,,,"Noise:295.9955. Treshold: 300. s: [0.0286]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.01]","False",,,"Shift in pH 3.0-3.6. Derivative value 0.448 higher than 0.05","Calibration lost: strictly positive for pH>8. Please control it","Too many outliers",,6.42,,5.8,,,,,9.64,5.65,,,4.96,,,,,3.54,7.75,4.8,9.64,5.65,,,,,"0 days 00:01:05.186080",0.08299,0.17767,,,,,,,,,"0 days 00:05:48.576430",0.00531,0.07067,0.01451,,,,,6.85571,"yes_run",,,,,0.00773,0.00048,0.00259,0.00199,0.00372,0.00311,0.152,0.071
"StepNantes_20211029_1",0.5706,1.6238,12.8772,4.152,8.5848,0.4836,9.6404,9.5114,115.9906,257.545,7.4063,0.1863,"SNAC111902","28/10/21",1.4,"True",,,,,"Noise:230.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:25.3349. Treshold: 100. s: [0.0115]","False",,"too many pics in important section(s) of the signal","Shift in pH 5.32-5.38. Derivative value 1.782 higher than 0.1",,"Noise:0.0121. Treshold: 100. s: 0.2",4.85,6.4,,6.84,4.62,,,,9.53,5.64,,,4.75,9.3,5.9,9.08,,,,4.8,9.53,5.64,,,,,"0 days 00:01:14.740771",0.07539,0.18396,,,,,,,,,"0 days 00:06:12.133722",0.00566,0.06904,0.01425,,,,,14.84175,"yes_run",,,,,0.04119,0.00067,0.00215,0.00168,0.00343,0.00281,0.157,0.033
